Datensatztyp*;EinheitMastrNummer;Anlagenbetreiber;Anzeigename;Postleitzahl;Ort;Strasse;Hausnummer;Bundesland;Land;Jahr_Inbetriebnahme;Jahr_Stilllegung**;Kraftwerksstatus;Energietraeger;Hauptbrennstoff;Waermeauskopplung_KWK;Erneuerbarer_Energietraeger;Bruttoleistung_MW;Nettonennleistung_MW;Technologie_Stromerzeugung;Volleinspeisung_Teileinspeisung;Spannungsebene;Anschlussnetzbetreiber;Bestandteil_Grenzkraftwerk;Grenzkraftwerk_Nettonennleistung_MW
Einzelanlage;SEE940039139749;Firma Stadtwerke Karlsruhe GmbH;SW Karlsruhe Heizkraftwerk West Generator 3;76189;Karlsruhe;Honsellstra?e;36;BadenWuerttemberg;Deutschland;1984;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;42;33;GegendruckmaschinemitEntnahme;Volleinspeisung;Hochspannung;Stadtwerke Karlsruhe Netzservice GmbH (SNB971087047229);Nein;
Einzelanlage;SEE945908806647;STEAG Power GmbH;Herne 4;44653;Herne;Hertener Stra?e;16;NordrheinWestfalen;Deutschland;1989;;Netzreserve aufgrund ? 13b EnWG;Steinkohle;Steinkohlen;Ja;Nein;490;435;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE950132255796;FORTE Energie GmbH & Co. KG;Holzheizkraftwerk Cuxhaven;27472;Cuxhaven;Neufelder Stra?e;;Niedersachsen;Deutschland;2023;;InBetrieb;Biomasse;;Ja;Ja;17;17;KondensationsmaschinemitEntnahme;Volleinspeisung;Mittelspannung;EWE NETZ GmbH (SNB951051725711);Nein;
Einzelanlage;SEE954183997452;Dow Deutschland Anlagengesellschaft mbH;01 Std ST2;21683;Stade;B?tzflether Sand;9;Niedersachsen;Deutschland;2014;;InBetrieb;Waerme;Dampf;Ja;Nein;18,732;13;Sonstige;TeileinspeisungEigenverbrauch;Mittelspannung;TenneT TSO GmbH (SNB970033313272);Nein;
Einzelanlage;SEE972128015696;RheinEnergie AG;BHKW Merheim RheinEnergie;51109;K?ln;Ostmerheimer Str.;557;NordrheinWestfalen;Deutschland;2020;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;31,161;30,777;Verbrennungsmotor;Volleinspeisung;Hochspannung;RheinNetz GmbH (SNB924477581384);Nein;
Einzelanlage;SEE976850689781;BASF SE;GuD Mitte DT10;67063;Ludwigshafen;Carl-Bosch-Stra?e;38;RheinlandPfalz;Deutschland;2005;;InBetrieb;Waerme;Dampf;Ja;Nein;90,5;89,5;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;Hoechstspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE964658207085;EnBW Energie Baden-W?rttemberg AG;WKW Unteropfingen M4;88457;Kirchdorf;Kraftwerkstra?e;4;BadenWuerttemberg;Deutschland;1924;;InBetrieb;Wasser;;Nein;Ja;4,225;4,225;Laufwasseranlage;TeileinspeisungEigenverbrauch;Mittelspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE965768299069;Heizkraftwerk Halle-Trotha GmbH;Heizkraftwerk Halle-Trotha - Gasturbine;06118;Halle;Brachwitzer Stra?e;23;SachsenAnhalt;Deutschland;1994;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;56,242;54,8325;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hochspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE967194778880;DREWAG - Stadtwerke Dresden GmbH;GT1;01159;Dresden;Oederaner Stra?e;21;Sachsen;Deutschland;1995;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;65;62;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hochspannung;SachsenNetze HS.HD GmbH (SNB968914838013);Nein;
Einzelanlage;SEE968471468838;WSW Energie & Wasser AG;DT23;42275;Wuppertal;Am Clef;32;NordrheinWestfalen;Deutschland;2005;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;30;29,2;KondensationsmaschinemitEntnahme;Volleinspeisung;UmspannungZurMittelspannung;WSW Netz GmbH (SNB914306944756);Nein;
Einzelanlage;SEE973349507359;trlyr 5 GmbH & Co. KG;trlyr 5;29227;Celle;Zum Burgwall;5;Niedersachsen;Deutschland;2026;;InBetrieb;Batteriespeicher;;Nein;Nein;15;15;Batterie;Volleinspeisung;Mittelspannung;Celle-Uelzen Netz GmbH (SNB955238223991);Nein;
Einzelanlage;SEE970739914599;M?nchner Stadtentw?sserung, Eigenbetrieb der Landeshauptstadt M?nchen;KLW1-KVA;80939;M?nchen;Freisinger Landstra?e;187;Bayern;Deutschland;1998;;InBetrieb;Biomasse;;Nein;Ja;1,235;1;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Niederspannung;SWM Infrastruktur GmbH & Co. KG (SNB969473762610);Nein;
Einzelanlage;SEE972346658903;EnBW Energie Baden-W?rttemberg AG;Heizkraftwerk Stuttgart-Gaisburg HKW 3 Motor 3;70327;Stuttgart;Langwiesenweg;23;BadenWuerttemberg;Deutschland;2018;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,295;9,717;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Hochspannung;Stuttgart Netze GmbH (SNB947592865054);Nein;
Einzelanlage;SEE972458947407;Stadtwerke D?sseldorf AG;SWD KWL GTE2;40221;D?sseldorf;Auf der Lausward;75;NordrheinWestfalen;Deutschland;1975;;InBetrieb;Erdgas;ErdgasErdoelgas;Nein;Nein;65,5;64,7;GasturbinenohneAbhitzekessel;Volleinspeisung;Hochspannung;Netzgesellschaft D?sseldorf mbH (SNB933956506145);Nein;
stillgelegte Anlagen;SEE985117126280;Sappi Stockstadt GmbH;ST_HKW_T4;63811;Stockstadt;Obernburger Stra?e;1-9;Bayern;Deutschland;1962;2024;endg?ltig stillgelegt nach KVBG;Steinkohle;Steinkohlen;Ja;Nein;6,4;5,76;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE986886521948;BEH Bioenergie Hannover GmbH;Biomethan BHKW Hannover Herrenhausen, Motor 1;30419;Hannover;Leinh?user Weg;5;Niedersachsen;Deutschland;2024;;InBetrieb;Biomasse;;Ja;Ja;4,5;4,5;Verbrennungsmotor;Volleinspeisung;Mittelspannung;enercity Netz GmbH (SNB971746988153);Nein;
Einzelanlage;SEE988464391141;Emschergenossenschaft;Erdgas BHKW KLA Bottrop Ag. 2;46238;Bottrop;In der Welheimer Mark;190;NordrheinWestfalen;Deutschland;2021;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;2,676;2,676;Verbrennungsmotor;TeileinspeisungEigenverbrauch;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE988477355802;Grosskraftwerk Mannheim;GKM Block 9;68199;Mannheim;Marguerrestra?e;1;BadenWuerttemberg;Deutschland;2015;;InBetrieb;Steinkohle;Steinkohlen;Ja;Nein;911;843;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung, Hochspannung, Hoechstspannung, Hoechstspannung, Mittelspannung;TransnetBW GmbH (SNB984944755380);Nein;
Einzelanlage;SEE962395118756;DREWAG - Stadtwerke Dresden GmbH;Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat IV;01277;Dresden;Liebst?dter Stra?e;1;Sachsen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;11,76;11,5;Verbrennungsmotor;Volleinspeisung;Mittelspannung;SachsenNetze GmbH (SNB980808485264);Nein;
Einzelanlage;SEE968206101610;Smurfit Westrock Z?lpich Paper GmbH;GT3;53909;Z?lpich;Zum M?hlengraben;1;NordrheinWestfalen;Deutschland;1997;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;5,4;4,946;GasturbinenmitAbhitzekessel;Volleinspeisung;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE971280976463;EEW Energy from Waste G?ppingen;MHKW Turbine;73037;G?ppingen;Iltishofweg;40;BadenWuerttemberg;Deutschland;1975;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;13,2;11;KondensationsmaschinemitEntnahme;Volleinspeisung;Mittelspannung;Energieversorgung Filstal GmbH & Co. KG (SNB910995561328);Nein;
Einzelanlage;SEE957686843929;Zweckverband Abfallverwertung S?dhessen (ZAS);Turbine 1;64293;Darmstadt;Otto-R?hm-Stra?e;19;Hessen;Deutschland;1991;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;10,56;10,222;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;e-netz S?dhessen AG (SNB956958990736);Nein;
Einzelanlage;SEE959377024433;Wacker Chemie;Alzwerk Maschine 3;84489;Burghausen;Johannes-Hess-Stra?e;24;Bayern;Deutschland;1923;;InBetrieb;Wasser;;Nein;Ja;10,08;10,08;Laufwasseranlage;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE961029163353;Trianel Kohlekraftwerk L?nen GmbH & Co KG;Trianel Kohlekraftwerk L?nen;44536;L?nen;Frydagstra?e;40;NordrheinWestfalen;Deutschland;2013;;InBetrieb;Steinkohle;Steinkohlen;Ja;Nein;812;746;KondensationsmaschinemitEntnahme;Volleinspeisung;Hochspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE962737235608;M?llheizkraftwerk Rothensee GmbH;Block 1;39126;Magdeburg;Kraftwerk-Privatweg;7;SachsenAnhalt;Deutschland;2005;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;33,6;29,2;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Netze Magdeburg GmbH (SNB933459598975);Nein;
Einzelanlage;SEE976184145496;naturenergie hochrhein AG;KW Rheinfelden Maschine 5;4310;Rheinfelden;Chleigr?t;;;Schweiz;2010;;InBetrieb;Wasser;;Nein;Ja;1,8;1,72;Laufwasseranlage;Volleinspeisung;Mittelspannung;naturenergie netze GmbH (SNB945502201350);Ja;1,72
Einzelanlage;SEE976333173899;Statkraft Markets GmbH;Gaskraftwerk Landesbergen - Gasturbine;31628;Landesbergen;H?vern;1;Niedersachsen;Deutschland;1972;;Kapazit?tsreserve aufgrund von ? 13e EnWG;Erdgas;ErdgasErdoelgas;Nein;Nein;66;65;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hoechstspannung;TenneT TSO GmbH (SNB970033313272);Nein;
Einzelanlage;SEE982889459141;BMW AG;Werk 1.5 KWK 3;80937;M?nchen;Knorrstra?e;147;Bayern;Deutschland;2019;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;3,431;3,36;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;SWM Infrastruktur GmbH & Co. KG (SNB969473762610);Nein;
Einzelanlage;SEE930159654734;Mark-E Aktiengesellschaft;Kraftwerk Werdohl Elverlingsen E2;58791;Werdohl;Auf der Mark;1;NordrheinWestfalen;Deutschland;1975;;vorl?ufig Stillgelegt;Mineraloelprodukte;HeizoelLeicht;Nein;Nein;105;98;GasturbinenohneAbhitzekessel;Volleinspeisung;Hoechstspannung;ENERVIE Vernetzt GmbH (SNB921319639913);Nein;
Einzelanlage;SEE934529216348;Nordzucker AG Werk Uelzen;BHKW;29525;Uelzen;An der Zuckerfabrik;1;Niedersachsen;Deutschland;2005;;InBetrieb;Biomasse;;Ja;Ja;1,6;1,5565;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Stadtwerke Uelzen GmbH (SNB965557517831);Nein;
Einzelanlage;SEE963081865633;BES Bennewitz GmbH & Co. KG;BES BEN;04828;Bennewitz;Parkstra?e;2;Sachsen;Deutschland;2018;;InBetrieb;Batteriespeicher;;Nein;Nein;16,425;16,425;Batterie;Volleinspeisung;Mittelspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE964481657378;EnBW Energie Baden-W?rttemberg AG;illwerke vkw Kopswerk I M3;A-6793;Gaschurn;Kopswerk;;;Oesterreich;1969;;InBetrieb;Wasser;;Nein;Ja;96;96;Speicherwasseranlage;Volleinspeisung;Hoechstspannung;TransnetBW GmbH (SNB984944755380);Nein;
Einzelanlage;SEE971867565370;Mainova AG;HKW Niederrad Block 1;60528;Frankfurt;Lyoner Stra?e;8;Hessen;Deutschland;2005;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;71;70;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hoechstspannung;NRM Netzdienste Rhein-Main GmbH (SNB921899277833);Nein;
Einzelanlage;SEE973271553004;essity Operations Mainz-Kostheim GmbH;Turbine 5;55246;Mainz-Kostheim;Kommerzienrat-Disch-Br?cke;1;Hessen;Deutschland;2013;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;6,19;5,57;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Mainzer Netze GmbH (SNB959523885956);Nein;
Einzelanlage;SEE976252866650;SWP Stadtwerke Pforzheim;MOT 5;75175;Pforzheim;Hohwiesenweg;19;BadenWuerttemberg;Deutschland;2021;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,387;10,285;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Hochspannung;SWP Stadtwerke Pforzheim GmbH & Co. KG (SNB929168402344);Nein;
Einzelanlage;SEE925690509520;ENGIE Deutschland Erneuerbare GmbH;Pfreimd R3;92555;Trausnitz;Seestra?e;6;Bayern;Deutschland;1961;;InBetrieb;Pumpspeicher;;Nein;Nein;33;33;Pumpspeicher;Volleinspeisung;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE926982393704;Fernheizwerk Neuk?lln AG;BHKW 10;12059;Berlin;Weigandufer;49;Berlin;Deutschland;2023;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,31;10,287;Verbrennungsmotor;Volleinspeisung;Hochspannung;Stromnetz Berlin GmbH (SNB979269087643);Nein;
Einzelanlage;SEE938158660541;Mitsubishi HiTec Paper Europe GmbH;Gasturbine 1 - GuD MPE;33699;Bielefeld;Niedernholz;7;NordrheinWestfalen;Deutschland;2005;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;14,25;14,05;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;Hoechstspannung;Bielefelder Netz GmbH (SNB918516395612);Nein;
Einzelanlage;SEE939218038409;UPM GmbH;UPM Schongau HKW 2 T2;86956;Schongau;Friedrich-Haindl-Stra?e;10;Bayern;Deutschland;1989;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;8;6,25;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE940780197517;Felix Schoeller GmbH & Co. KG;Felix Schoeller GmbH & Co.KG Osnabr?ck;49086;Osnabr?ck;Burg Gretesch;45;Niedersachsen;Deutschland;1994;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;15,2;14,468;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;Mittelspannung;SWO Netz GmbH (SNB943662886851);Nein;
Einzelanlage;SEE978382998973;LEW Wasserkraft;Meitingen M3;86405;Meitingen;Bernhard-Monath-Stra?e;46;Bayern;Deutschland;1922;;InBetrieb;Wasser;;Nein;Ja;4,21;4,2;Laufwasseranlage;Volleinspeisung;Mittelspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE984335626152;RheinEnergie AG;GT Niehl 2 RheinEnergie;50735;K?ln;Am Molenkopf;3;NordrheinWestfalen;Deutschland;2005;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;274;266;GasturbinenmitAbhitzekessel;Volleinspeisung;Hochspannung;RheinNetz GmbH (SNB924477581384);Nein;
Einzelanlage;SEE985107396679;RWE Generation Hydro GmbH;Schwammenauel Maschine 1;52396;Heimbach;Steinbachtal;;NordrheinWestfalen;Deutschland;1938;;InBetrieb;Wasser;;Nein;Ja;14;14;Speicherwasseranlage;Volleinspeisung;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE986400818790;Airbus Operations;BHKW 2 Hamburg Modul 1;21129;Hamburg;Kreetslag;10;Hamburg;Deutschland;2013;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,315;4,119;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Hamburger Energienetze GmbH (SNB968295079586);Nein;
